label,text
Neutral,We are gearing up for the #SXSW interactive trade show! We are across from Google:  {link}
Neutral,iPhone sharing???? #sxsw #shareable
Neutral,Arrived early to get prime seats for presentation by Google's Marissa Mayer #SXSW -KEK
Neutral,The line around the Austin Apple pop-up store? Unbelievable. #SXSW #technology #junkies
Pos,"Rachael Harris! That's who I saw. That was driving me nuts. Thank you, Google. #sxsw"
Pos,I go to bars and get free drinks because I have an iPhone. #doesdroid #SXSW
Neutral,"Thanks, Marshall Jones for the heads-up! Apple to open temporary store for #SXSW at 6th and Congress... {link}"
Pos,Such a smart idea RT @mention w00t! @mention wrote about our #hollergram iPad app for #sxsw!  {link}
Pos,Google's Art Project puts famous artworks into 7 billion pixels- allowing you to zoom in &amp; get an entirely different view of art. #SxSW
Pos,Google's art project would be a great virtual field trip for kids! Museums around the world! #edtech #sxsw
Pos,Good CNN article on why #SXSW is important to social web innovators. {link} This is why I'm bringing Griddler iPad app there.
Neutral,Android party ... #SxSW (@mention Lustre Pearl Bar w/ 63 others) {link}
Neutral,Android party #sxsw (@mention Lustre Pearl Bar w/ 19 others) {link}
Pos,Android party #sxsw (@mention Lustre Pearl Bar w/ 36 others) {link}
Neutral,"Day 3 - Party hangover, time confused, stumbling into &quot;iPad Interfaces &amp; New Navigation Structures.&quot; Bliss. #SXSW #fb"
Neutral,"Chimpit party, plutopia, google, maybe a movie. #sxsw starts today for me :)"
Neutral,I'm lazy as F. Is there a feed for listening to #SXSW bands on iPhone? I'm woefully unprepared for music @mention spreadsheet notwithstanding
Neutral,&quot;ideas not objects&quot; Robert burner hired Ives at apple. #sxsw
Neutral,OH at Texas Social Media Awards: 'You don't need to ask your mother anymore. Just Google it.' #sxswi #sxsw
Pos,Apple = case study of great #mktg. At #SXSW they just showed everyone up again with buzz about the &quot;pop-up store&quot;: {link}
Neutral,RT SteveCase: Google to Launch Major New Social Network Called Circles {link} #sxsw
Neutral,Google quash Circles rumours RT @mention We're not launching any products at #SXSW but we're doing plenty else {link}
Neg,Is the Flash discussion still relevant? #SXSW #tapworthy iPad design headaches
Pos,"Got my flask &amp; my iPad . Yes,  I'm sitting on 9th st waiting for AICN screening. #sxsw #prepared # ILoveaSurprise {link}"
Neg,"Guy just asked Google's Mayer: it can take a year to remove deadly routes from Google Maps, such as through Death Valley #SXSW"
Neutral,"Like you asserted, corporate is the new indie. RT @mention Well damn, Apple setting up a &quot;pop-up&quot; shop at #SXSW {link}"
Neutral,Can't be at  #SXSW ? well this is a nice (free) booby prize... Featured Artists - {link} #iTunes #free via  @mention
Pos,@mention at #cnngrill #sxsw rockin the #iphone couldn't be cooler {link}
Neutral,@mention at #SXSW also known as hershel by my iPhone autocorrect. {link}
Neg,"NYT, WSJ at #SXSW ask: Is there a future for branded, native news apps on the iPad? {link} / no there is NOT!!"
Pos,"@mention at #SXSW, 9 out of 10 attendees have MAC or iPad."
Neutral,"Startups at #SXSW, @mention is giving away free hosting. Fill out this and @mention me for a chance to win. {link}"
Pos,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; (via @mention
Pos,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot; /via @mention
Pos,@mention at #sxsw: &quot;apple comes up with cool technology no one's ever heard of because they don't go to conferences&quot;�۝
Pos,@mention at #sxsw: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} and {link}
Neutral,"Verbs OH at #SXSW: bump, google, facebook, ping, hashable, fuck, meet, hire...(me) any more?"
Pos,@mention at #SXSW! Be the first to send us a pic of @mention and get a free download of our game! #Android #videogame #smartphone
Neutral,Can't be at #sxsw? download their free music mix on itunes {link}
Neutral,The line at 6th &amp; Congress to enter the new Apple store wraps around 2 blocks  #SXSW
Pos,I just shat a tear. RT @mention Good news for Austin-bound Apple fanboys: {link} #sxsw #ipad2
Pos,I hear that Apple is opening a pop-up store downtown in the Scarborough building for SXSW and the iPad2. Cool. #SXSW #newapplestoreaustin
Pos,I love that Apple was smart enough to have a popup #SXSW store. Story (+ map!) {link} tip @mention
Neutral,"No, up that count to 48 as I pass charging station. #fools #sxsw @mention"
Neutral,Arriving at Google party at #SXSW. Small queue. 1986 here we come. Wittingly some of our group weren't born then. {link}
Pos,80s band at google/ACLU 1986 party rocks  #SXSW  {link}
Pos,"Hoping that it will be easier to get an iPad 2 today, since 50% of the target audience is busy at #sxsw #awesometiming"
Neutral,A free heat map app of 4sq check-ins at #SXSW see @mention Hot Spots @mention SXSW. Now on WP7 &amp; iPhone #wedig
Neutral,Google heat map for global searches. #SXSW #Hotpot {link}
Pos,"Oh, is that my excuse:? RT @mention RT @mention at #sxsw: &quot;apple comes up with cool technology ... because they don't go to conferences&quot;"
Pos,Wonder what percentage of #SXSW interactive participants have an iPhone. It's gotta be high
Neutral,Hungover At SXSW? Use Zaarly To Get Your Gatorade And Advil {link} #BillLee #HTML #iPhone #SXSW
Pos,@mention at Team Android party. @mention @mention just walked in. DL Appolicious app &amp; enter to win free Nexus S! #androidsxsw #sxsw
Pos,Geek out at the #sxsw interactive panels with this iPad Holler Gram app. Use your iPad to display messages to others. {link}
Neutral,"The line at the #sxsw Apple Popup Store was shorter than the line at the Starbucks across the street. So, I really had no choice��_"
Neutral,The line at the #sxsw pop-up Apple store is already around the block.  5 hrs b4 ipad2 goes on sale. {link}
Pos,"The line at the apple store goes around the block. Oh, that's right, iPad 2! Also, #sxsw."
Pos,The band at the Google party is the most entertaining band I have ever seen #sxsw
Neutral,"Blackout at the hotel. In true #SXSW form, showering by the light of my iPad."
Pos,The line at the popup Apple Store is phenomenal. #sxsw #apple #ipad2  {link}
Neutral,"Standing at the top of the steps (right side coming out onto patio). Come and say, &quot;What's up, Android?&quot; #TeamAndroid #sxsw"
Neutral,Wonder what they'll have up their sleeves RT @mention #Google Launch New #Social #Network Called #Circles {link} #sxsw
Pos,"VentureBeat: RT @mention On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention  {link}"
Neutral,thats great! RT @mention Official #SXSW IPhone/iPad/iOS meetup is almost all employers looking for developers. {link}
Neutral,  WHO? WHAT? WHERE? WHEN? WHY? ��_ {link} ��_ #edchat #musedchat #sxsw #sxswi #classical #newTwitter
Pos,bout to watch the @mention live at #SXSW Apple Store for iPad 2 w/ @mention and @mention Living vicariously through all those that buy one.
Pos,Another late start at #sxsw #sxswi damn you google and your rocking 80's party
Pos,The Spasmatics are rockin' it at the ACLU / Google party. #sxsw
Neutral,Why has latin America not produced the next @mention or @mention ? #Latism #latam #sxsw
Pos,"Great location choice, and nice timing for iPad2 launch: #Apple, #HP 'popping' in for #SXSW {link}"
Pos,Congratulation! RT @mention Yes! Gowalla wins best Andoid app at the Team Android Choice Awards. Thanks all! #sxsw
Neutral,@mention atleast you are at #sxsw. I'm not there AND I have no Ipad. #doubleloser
Neutral,No way!'Matt fricking Damon at Google party at Maggie mae's. #Sxsw @mention {link}
Neutral,"We're creatures of habit. Google found that CTRs for blue links far outpaced green. The darker the link, the more clicks it got. #sxsw"
Neutral,"No way! #atx #sxsw RT @mention Just found out the Apple pop-up store is scheduled to close on Sunday, let's hope it is only a rumor!"
Neutral,"#CNN to launch &quot;TV everywhere&quot; service for mobile, Google TV &amp; computers: {link} by @mention  #SXSW #google"
Neutral,We just launched our iPad app at #SXSW! Get all the details + the first edition FREE: {link}
Pos,We just launched SPIN's iPad app at #SXSW. Tons of #music #photos #videos and more! Whatcha think? {link}
Neutral,"HeyWire launches group chat with Facebook, Google and Twitter #sxsw {link}"
Neutral,"Ran the gauntlet to get a seat in ipad design talk, expect it'll be overflowing #sxsw"
Neutral,"5th Ave, Austin #sxsw #ipad2 lines. {link}"
Neutral,You #GDGTAustin attendees are havin FUN! Happy #SXSW! Stop by on your way out. Last chance to win an iPad 2!
Neutral,"Going to Austin for #SXSW? The @mention Austin guide for #iPhone is free from Mar 9-15, {link} #lp"
Neutral,Austinjs autocorrects to Sisyphus on the iPhone. Just sayin'. #sxsw
Pos,"I don't have a television, but still have a two-screen expierence: iPhone and iPad. #psych #SXSW"
Neutral,&quot;I have my iPhone and @mention - Paul Reubens #sxsw
Pos,"The ppl have spoken &quot;great #SXSW session w/ Bing, Google and Danny Sullivan. Bring it back next year with a LARGER room!&quot;: #qagb #sxswi"
Pos,"Anyone leaving #sxsw with an iPhone/iPad and time to kill in airports or on flights, download Tiny Wings. You're welcome, and I'm sorry."
Pos,Matthew Davis/Designing for iPad- &quot;the web has been like a strip mall of content...&quot; #sxsw
Neutral,Think I saw @mention or a lookalike in line for iPad 2 @mention Apple pop-up shop at #SXSW. He's got an awesome (&amp; very profitable) YouTube channel
Pos,iPad giveaway for using @mention at #sxsw {link}
Neutral,"Stepping away from the computer, leaving my iPhone in the den.  #disconnectedSundays  #booya.  Have a good avro #SXSW"
Pos,Win this awesome iPad from QuiBids and custom @mention case if we catch you at #SXSW wearing an openbeta VIP badge!
Pos,@mention awesome. I traded in #sxsw last year for the iPad 1.
Pos,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention"
Pos,"RT haha, awesomely rad iPad app by @mention {link} #hollergram #sxsw (via @mention @mention"
Pos,Piece of awesomeness: Arduino + android = Flaming skulls  {link} @mention @mention #sxsw #smartthings
Pos,"Dude, I may actually buy an iPad 2 tomorrow. Apple will have a temporary store in downtown Austin for #SXSW! {link}"
Pos,Giving away an iPad 2 at this panel. Wish me luck! #sxsw
Pos,Giving away an iPad to sharers who invite the most friends to join AOS this #SXSW @mention The Ginger Man {link}
Pos,"Giving away Apple gift cards in exchange 4 serious style. Find us on 6th or by the conv cntr. U look hot, we'll do the rest. #SXSW fashion"
Pos,"Android may be gaining market share, but you'd never know it at #sxsw. Apparently our industry movers and shakers are Apple loyalists."
Pos,"Have to say, pretty smart timing for #Apple to drop the #ipad2 right on top of #SXSW. it's nearly all that anyones talking about."
Neutral,"Have to say, when I heard &quot;pop up Apple store&quot; I pictured something more along the lines of a inflatable bouncy castle. #SXSW"
Neutral,Marissa Mayer @mention : Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #sxsw via @mention
Neutral,Marissa Mayer @mention future: not AR but &quot;contextual discovery&quot;-- image+location+personalized context+recommendations #SXSW
Pos,"Marissa Mayer #sxsw Google &quot;making smart phones smarter&quot; &amp; life more efficient: knowing your sched --&gt; suggest flights, maps, weather &amp; more"
Neutral,"Marissa Mayer at #SXSW: 150 M users of Google Maps for mobile. For 1st time ever, an app born for web has more use as a mobile app."
Neutral,Marissa Mayer at #sxsw: 150 Million people use Google Maps on mobile devices. That's up 50% since Aug 2010 - {link} #in
Neutral,Marissa Mayer demonstrating the google art project. Take a museum tour  without leaving home. Art for the masses. #sxsw
Pos,Marissa Mayer from @mention &quot;mobile is a cursor&quot; #SXSW ... Demo of next gen google maps is really impressive btw
Pos,Marissa Mayer of Google speaking at #SXSW mobile phone usage of google maps surpassed online use in the past couple months
Neutral,Melissa Mayer of Google says credit card companies can predict a divorce with 98% accuracy based on spending patterns alone. #SXSW #guardian
Neutral,Merissa Mayer of Google - study of mail-order purchases led to 98% accuracy in predicting divorces two years in advance. #SXSW
Neutral,Marissa Mayer rechristening augmented reality as &quot;contextual discovery at #sxsw #sxswi #google #tcs_dw
Pos,"Marissa Mayer talks the future of Google maps and discusses Hotpot, its answer to location-based ratings and recommendations #SXSW -KEK"
Neutral,Marissa Mayer-taking phone location data from a ski hill and laying the elapsed movement of skiiers onto Google maps. #sxsw
Neutral,"Marissa Mayer, Google, says 40% of Google Maps usage is local. Google Maps has more than 150m users a day. #sxsw"
Pos,"Marissa Mayer, VP Consumer Products for Google, doing great job at #SXSW. Audience has tons of respect for what Google is doing w/ location."
Neutral,"Marissa Mayer, VP of Search at Google is on live from #sxsw in just a few moments {link}"
Pos,"Marissa Mayer: &quot;Our focus is on location based services.&quot; Demoed Hotpot, Google Maps, vector maps, augmented reality. #sxsw #webvisions"
Pos,Marissa Mayer: #Google wil connect the digital &amp; physical worlds through mobile  {link}  #SXSW
Neutral,Marissa Mayer: #Google Will Connect the #Digital &amp; Physical Worlds Through #Mobile {link} #SXSW
Neutral,Marissa Mayer: #Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #SXSW #SXSWi
Neutral,Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile Users) {link} #google #SXSW #TC
Neutral,Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million Mobile��Users) {link} via @mention #SXSW $GOOG
Neutral,Marissa Mayer: 40% Of Google Maps Usage Is Mobile. Surprised it isn't way north of 50% #sxsw {link}
Pos,Marissa Mayer: Check-ins are fun but what do you get from them?  Thats why google is testing loyalty offers.  Watch out foursquare. #sxsw
Neg,"Marissa Mayer: Google maps should have better customer service, quicker responses. #sxsw #FH"
Neutral,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw
Neutral,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #SXSW
Neutral,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw
Neutral,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw (via @mention
Neutral,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - {link} #sxsw {link}
Neutral,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile - on.mash.to/fHDCfn #sxsw
Neutral,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile {link} #mobile #sxsw
Pos,Marissa Mayer: Google Will Connect the Digital &amp; Physical Worlds Through Mobile: {link} #google #sxsw #mobile #hotpot
Pos,Marissa Mayer: Location and contextual discovery will enable mobile devices to make us more efficient.  e.g. Google Places w/Hotpot #sxsw
Neutral,"Marissa Mayer's preso at #sxsw was good. Big ad for Google, which is fine. She was good. I expected more. Other attendees' thoughts?"
Neg,Nothing says DOUCHE CAKE like walking around with a IPAD like it's an Iphone #sxsw
Neutral,"Google plays down social network Circles at #SxSW {link} - FB needs a rival, even if it's just to keep them on their toes"
Pos,Crowley says no hard feelings towards Google after Dodgeball experience. Says they would be good partner. #SXSW #checkins
Neg,really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW
Neg,really amazing to see so many people putting up with Apple's Notes app on the iPad at #SXSW:  {link}
Pos,Google web fonts...pretty... #sxsw #tradeshow {link}
Neutral,Expect mob scenes on W 6th St &amp; Congress {link} #sxsw #ipad2
Pos,Chrome Web Store: Google calls it the HTML5 Hot Tub #sxsw #steamy #hot #nerds
Neutral,"In #SXSW Ballroom D for @mention from @mention 
one seat reserved in the fourth row if anyone wants to join #HTXSW"
Neutral,Cool new band alert at #SXSW. Check out A House A Home. Google them now! {link}
Neutral,Miss the Battelle Interview About IPad 2 &amp;Social Media last week? Find it here [video] {link} #sxsw
Neutral,Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting   {link} ~@mention
Pos,Apple grabbed the tablet mindshare at #sxsw but RIM owns one of the most popular events. #foodspotting #mnbuzz  {link}
Neutral,Just got BBQ on my iPhone #sxsw
Neutral,Funny to be at the PSFK session sponsored by Microsoft. All they do is to talk about Apple. #SXSW
Neutral,Going to be awesome! RT @mention Gallery of original Daniel Johnston art going up at tomorrow's #GSDM + #Google industry party.  #sxsw
Neutral,Going to be big if Google gets it: Using Q&amp;A Site Hipster If You�۪re At SXSW  {link} #sxsw #tech #social
Neutral,About to be interviewed by Mashable while waiting in line at the popup Apple Store at #SxSW.
Pos,@mention be sure to use our FREE App for checking out the bands at #SXSW! {link}
Neutral,Line has been wrapped around the block all day #apple #ipad2 #sxsw
Neutral,"See a member of our team carrying one of these bags at #SXSW, show them your Wolfram|App &amp; get a W|A iPhone case! {link}"
Neutral,"See a member of our team with this bag at #sxsw, show them your Wolfram App &amp; get a W|A case for your iPhone!  {link}"
Pos,"Enjoying Berkowitz talk about RFID and NCF...impact on mobile, retail. Would you carry a NFC phone? Google bullish #sxsw ballroom E"
Neg,@mention Best thing I've heard at #SXSW &quot;I gave my iPad 2 money to #Japan relief. I don't need an iPad 2.(@mention @mention #SXSWGOOD
Pos,RT globalbestaward Holler Gram for iPad on iTunes Store: {link} via @mention all you #SXSW-sters great App from #MadebyMany
Pos,"The next big thing? Hmmm. RT @mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw"
Neutral,"Could be big&gt;&gt;#Google to Launch Major New #Social Network Called #Circles, Possibly Today - {link} #tech #sxsw"
Neutral,70% of mobile hits on Texas Tribune come from apple devices. Cor. Via Niran Babalola #sxsw
Neutral,"AOL, T-Mobile Launch 'Play' Android App {link} via @mention #sxsw"
Neutral,Hey #nerdbird crew - grab our app and snap some freak pics! {link} #SXSW
Neutral,Success! Blah panel but found an open outlet to charge up the old iPad. #SxSW #fb
Neg,Too quotable --&gt; RT  @mention &quot;Apple is the most elegant fascist company in America.&quot; #flip-board #SXSW
Neutral,(-: Mashable! - The iPad 2 Takes Over SXSW [VIDEO] #ipad #sxsw #gadgets {link} {link}
Pos,@mention blogging from your iPad notes the next step. Hope you are having a great time. #SXSW
Neg,Will somebody write an app that lets me consistently type &quot;SHIT&quot; on my goddamn iphone? Hey #sxsw ... jump on that.
Neutral,"Post-Facebook Deal, #Beluga Gets A Final #SXSW Tune-Up {link} #tc #facebook #iphone"
Neutral,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #beluga #Facebook #iphone #SXSW"
Neutral,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #ButFacebook #FastSociety #iPhone #SXSW"
Neutral,"Post-Facebook Deal, Beluga Gets A Final SXSW Tune-Up {link} #tc #beluga #facebook #iphone #sxsw"
Neutral,@mention Booth 1406-1408 at #sxsw &amp; we have some great deals going on there to buy a juice pack and extend your iPhone battery life!
Neutral,"My wish, both for myself &amp; for boomers: stop disabling zoom on iPhone &amp; iPad apps! #sxsw yourmom"
Pos,Excited about #sxsw tomorrow! Leaving for Austin at 8am. Will see Google's @mention at 3:30pm. Still working my schedule.
Neutral,Talking about bar codes and their use.  Google has an open source bar code API  that can be used for other devices. #SXSW #mobile
Pos,Talking about iPad's usefulness for developers. We're not nerds at all. #sxsw
Neutral,We read about the Google Circles rumors today at #SXSW. What are your thoughts on it? Let us know! #LiptonSXSW {link} 18+
Neutral,"At: Left Brain Search = Google. Right Brain Search = X at SXSW.
{link} #SXSW #BetterSearch"
Neutral,Come Celebrate Austin with Google and GSD&amp;M at SXSW - Hotpot Blog {link} #fb #sxsw
Pos,Come celebrate w/ Charity Water tonight! (Google is throwin the party). Jump start your #sxsw week off right! studentsforcleanwater.org/rsvp
Neutral,@mention Brian - Actually Austin doesn't have an Apple store but there is a rumor they built a pop up one {link}  for #SXSW
Neutral,Should I bring my iPad and MacBook Air OR just my Air on the #startupbus to #sxsw? #NYC
Neutral,The last broadcast OR Your mom has an iPad. #SXSW
Neutral,want Gun Bros for Android? want to play it on #XperiaPlay? Find me @mention for a download card #SXSW  {link}
Neutral,Play Gun Bros on an xperia play at Google League event and parking lot of #teamandroid event on #xperiaplay Sunday #sxsw @mention
Pos,Google Labs' Fusion Tables made Election Day Foursquare visualization possible #SXSW ^PR
Neutral,pubsubhubbub is an interesting way to cache some load off your web server {link} via @mention #fsw #sxsw
Pos,I'm late but finally here at #gsdm #google #SXSW great surprise to b greeted by the lovely Lindsay stillman. Gonna b a good night.
Pos,"Everyone buy @mention an app for his new iPad on this day of his birth. Happy, happy. #SXSW #gsdm"
Neg,"Should I buy an iPad for @mention at the makeshift #sxsw Apple Store on launch day? Fuck no, I respect him too much... #wwsxsw"
Neutral,"Everyone buying iPad 2's! I feel like a dinosaur with version, my blackberry and pc. Sxsw is like an Apple convention #sxsw"
Neutral,Reminded by @mention abt the value of Google Zeitgeist {link} #sxsw
Neg,"The walk by Lady Bird Lake was lovely, but Google Maps travel times are not to be trusted. #SXSW"
Pos,"&quot;...by the law of averages, better than Buzz&quot; RT @mention &quot;Google Circles will be ______ &quot;  #sxsw"
Neutral,{link} #TC #google #sxsw Marissa Mayer: 40% Of Google Maps Usage Is Mobile (And There Are 150 Million... {link}
Neutral,Optimistic #Ohio #SXSW. Google pay per click management.   {link}
Neutral,Wicked pic I got of @mention (Duncan Jones) before I got to shake his hand. #SXSW - {link}
Neutral,Free music on iTunes! SXSW: Featured Artists - {link} #iTunes #SXSW
Neutral,"Awkward JC Penneys question asked to Marissa Mayer, apparently JC Penney locations are being re-routed to Macys in Google maps? #SXSW"
Pos,The ironic tee has been usurped by the iPad 2 as the hipster/geek/start-up chic fashion item at this year's #SXSW
Neutral,woohoo! cc: @mention @mention RT @mention Apple to Open Pop-Up Shop at #SXSW [REPORT] - {link}
Neutral,Game logic! Agency behaviour! Monkey mind control! The Ogilvy #AUSXSW podcast from #SXSW Day One {link}
Neutral,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues - TechCrunch: Chris Sacca Tweets O... {link} #apple"
Neutral,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link}"
Neutral,"Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues {link} #ipad"
Neg,The iPad calendar = The Frankeninterface. Designed as one interface metaphor but uses another. #tapworthy #sxsw
Pos,"#SXSW #macallan A formula for a successful day at SXSW - good sessions, my iPad, and a glass of MacAllan single malt. {link}"
Neutral,I knew Localmind by @mention was a hit. It's getting huge press at #SXSW. We reviewed it earlier here: {link} #localmind
Pos,@mention Can not wait for #iPad 2 also. They should sale them down at #SXSW.
Neutral,"@mention can one of your shirts say #winning?! Rofl!!

#angrybirds #iPhone #iPad #SXSW"
Neutral,@mention Can we make you an iPhone case with TTYE on it just in time for #sxsw? We want to show our support!
Neutral,"Bisot�� location @mention 06:10, 3/16 
Austin, TX, USA 
{link} 
#SXSW platform 2011 is killing... {link}"
Pos,"Music: Location, mobile recording, meet @mention - #ios and #android updates in time for #sxsw. {link}"
Neutral,RT NicoRiccelli: Google to Launch Major New Social Network Called Circles. {link}  #sxsw // Google denies this.
Neutral,"Clear +succinct visions make for great UX (think Apple, Google, Intuit)-we've seemed to forget the 'heart' of caring/purpose #sxsw #rhjr_ux5"
Neutral,Open-source geo-hashing coming soon from @mention being used by @mention developers called S2 #SXSW
Neutral,"LiquidSpace Launches iPhone App, Mobile Marketplace for Workspace #sxsw | @mention {link}"
Neutral,"#techcrunch #google Chris Sacca Tweets Out A Fake #SXSW Beta Invite, Follower Swarm Ensues: 
... {link} #facebook @mention"
Neutral,"The lawn chair: perfect for keyboards. That's Dan's, drummer for Mist Giant #sxsw Location: {link}    {link}"
Neutral,"#sxsw #enchantment: @mention &quot;Do I get special treatment by Apple? No, I'm standing in line at Apple Store right with you.&quot;"
Neutral,"#sxsw #enchantment: @mention &quot;It's like saying, please don't register. Just go to Google.&quot;  Hahah"
Neg,"#sxsw #enchantment: @mention &quot;Sell your dream. Steve Jobs doesn't say: iPhone is $188 of parts+AT&amp;T, made by ppl in suicidal Chinese"
Neutral,My Apple Charger Lanyard hack is getting rave reviews! :-) #MonksOfInvention #SxSW {link}
Neutral,@mention check into some of the new chatting/texting startups that are coming out of #SXSW {link} (re:iphone chat client)
Pos,@mention check it. RT @mention #SXSW FREE App Festival Explorer: find the bands you want to see from your music tastes {link}
Pos,@mention check out @mention awesome dj skills on the iPad while u are at #SXSW
Pos,"@mention Check out 2011 South by Southwest Interactive iPhone/iPad Must-have Apps, sites and tools by @mention {link} #SXSW"
Neutral,"@mention Check out a bunch of #free #atx on the @mention Unofficial #SXSW events list, here or for iPhone/Android: {link}"
Neutral,"@mention check out GoogleTV to iPad Apps: The Connected TV Experience
{link} #SXSW #ConnectedTV"
Pos,@mention check out our #eventseekr app launching at #sxsw keep updated on parties. Android: {link} iPhone app on its way
Pos,"@mention check out Smyle (for #Android and the web). Has group chat, shared location and media, and whiteboarding. Thanks. #SXSW #app"
Pos,About to check out &quot;mistakes I made building Netflix for iPhone.&quot; this is going to be cool -you should always learn from mistakes. #sxsw
Pos,@mention Check the latest stream at Apple's store at #SXSW {link} . ipad2 here I come. #PLAYSXSW
Pos,@mention Check the latest stream at Apple's store at #SXSW {link} . iPad2 wait for me  #PLAYSXSW
Neutral,@mention check the photo feed from Apple store #SXSW  {link} thanks to @mention @mention @mention.
Neg,"Just launched the pop-up Apple Store at #SXSW. It's our &quot;vintage&quot; store format: Mostly iPods and snarky employees. Ah, the good old days."
Neutral,Apple's Schiller: White iPhone will debut in spring: Don't they also try to sell you faster speed cable? #SXSW m... {link}
Neutral,"Best tsotchke at #SxSW so far my iPhone was almost out of power and PowerMat gave me a free, fully charged battery: {link}"
Neg,"Stupid technology! You always fail at important times! At #SXSW w/ an iPhone, laptop AND Blackberry and the only thing working is my pen."
Neutral,congrats chris! RT @mention #SXSW Interactive Award: Music Category to &quot;Wilderness Downtown&quot; @mention @mention @mentione
Neutral,"Anna's Social Media Picks of the Week (03/11/11) {link} covering social media and Japan, The iPad 2, #SXSW and more..."
Neutral,Google Social Media RT @mention We interrupt your regularly scheduled #sxsw geek programming with big news {link}
Neutral,Google Social Network: Circles   coming today at #sxsw? {link}
Neutral,It's official: everyone at #sxsw uses an iphone.
Neg,It's official: people using the iPad 2 to take photos just look weird. #SXSW
Pos,It's official: We'll be presenting #Filmaster for #iPhone in the contest of world's best mobile apps at #SXSW !!! {link}
Neutral,It's Official! An Apple Store has popped up at #SXSW  {link}
Pos,It's official! I'm buying an iPad. #SXSW #elevate
Neutral,&quot;Narcissism &amp; challenge of FB Pages&quot; {link} coupled w/ &quot;Google's Spam Problem&quot; {link} explain Circles &quot;a bit&quot;. #sxsw
Pos,Pretty excited about the Apple Pop Up Store coming to #SXSW {link}
Pos,Pretty excited for @mention iPad session #uxdes #sxsw
Neg,Pretty excited for my iPhone to stop working #sxsw #AT&amp;T
Neutral,really excited for my first panel!  #tapworthy iPad Design Headaches  Should be awesome.  the book is!  #sxsw #gsdm
Neutral,"Really excited to see the documentary Something Ventured at #sxsw today. About the rise of Intel, Apple, Genentech, Cisco, &amp; Atari."
Pos,We are excited to see HLS Dynamic Video Ad Insertion for TV Everywhere working on the #iPad2 later today at the #SXSW PopUp Apple Store
Neutral,FedEx truck unloading outside Apple popup store. #sxsw #ipad2
Neutral,FedEx Trucks keep arriving as TV crews interview people in line for first iPad2 at #SXSW PopUp Apple Store.  {link}
Neutral,"#SXSW #Rackspace Startup Program, Cloud 2.0 iPad App Launched {link} #seo #sem #cloudcomputing #topnews"
Neutral,"SXSW   Rackspace Startup Program, Cloud 2.0 iPad App Launched {link} #Rackspace #sxsw #Top_News"
Neutral,"This is ackward. Sitting in the back of Ballroom F at the ACC, looking to my left and right: I'm the only non-Macbook / iPad here. Oh. #sxsw"
Neutral,Theres a class war forming here at #sxsw. iPad 2 owners vs. first gen owners.
Neutral,"Time for coffee, muffins and news reading with leNewz at #SXSW trade show (booth #1422 just behind Google's)"
Neutral,@mention come by tomorrow to get your iPhone case! #zazzlesxsw #Sxsw #Zazzle #sxswi {link}
Neutral,"After... Come visit Milyoni we are at Booth, 1223 right under the big Google sign at #SXSW {link}"
Pos,My first computer as a kid was an Atari 800; my kids first computer will be an iPad.  What will they be able to do that I couldn't? #sxsw
Pos,.crowdbeacon has put together a guide to #sxsw at {link} The latest update to their iPhone app is going to be sick.
Pos,"On its second day in business, the Apple pop-up store appears to be trending. #sxsw #vb (@mention Apple Store, SXSW) [pic]: {link}"
Neutral,At #SXSW conf and 1 out of every 200 people have a Mac or Ipad (including me).  What happened to the PC? Is it becoming obsolete?
