label,text
Neg,should be studying/ doing work but no I'm hold with @apple HURRY THE FUCK UP! #nopatience
Neg,Ok Hindi keyboard in #iOS5 is something to cheer about.  But @apple  what about  support for 20+ missing Indian languages!? #FAIL
Neg,RT @ScottDugas: Warning: if iphone apps spontaneously loose data it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade  ...
Neg,@betweensundays Ah! Yeah...should be an option...hopefully @apple figures that out. Thx
Neg,Waiting for items to copy in Itunes after everything DID copy goes on and on and on.  Come on @Apple what the hell?
Neg,@Apple unhappy again with service/product quality. Won't buy @Apple again.
Neg,Lies @apple. the battery on this new iPhone4S is definitely not any better.
Neg,@philipgrey: dear @apple why you gotta go change the way &lt;input type=number&gt; is handled out of the blue?
Neg,Been on hold with @apple customer service for 25 minutes. Wow lt's like they're #timewarnercable.
Neg,anyone else stuck in duped calendar/mail/battery sucking @apple hell? #iCloud and #OSX Lion are a disappointment
Neg,For being the inventor of the computer mouse  Why is it that @Apple has never made one that is not a complete piece of fucking shit?!!?
Neg,@Apple you're killing me. Excited about iOS5 no longer- tragic battery drain genius bar wants to replace the battery. Really?
Neg,1st impressions  of #iOS5- Disappointed w upgrade restore. Lot of apps & folders missing @apple do  how much time went in2 orging it? #fail
Neg,@PrJusto Don't question the @Apple they will remember your dissent!
Neg,@apple: Multiple times siri is having trouble connecting to the network.  Siri needs servers (and some exercise!)
Neg,So my iMessage still isn't working! @apple
Neg,RT @JimMcNiel: if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is havin ...
Neg,dear @apple why you gotta go change the way &lt;input type=number&gt; is handled out of the blue?
Neg,Ugh. WTF is up with all the bottlenecks @paypal @apple?
Neg,+1  RT @Doug_Newton: @apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
Neg,@apple PLEASE FIX #Siri!!!! She can't connect to your network!!!!!!!
Neg,if @apple does not resolve the #Siri network issues they will need to rename a great product to Sorri - Who else is having issues?
Neg,any chance @apple will release good headphones that dont blast music outside the ears? #iphone #ipod its quite obnoxious
Neg,@Apple - #Siri is not working due to network problem? Seriously? Can you fix this? #iPhone4s #Fail
Neg,@trisha_ps @iCloud is Cloudy. @apple tech not very techy.
Neg,@electricsoup It has to connect to @Apple to process commands which it is failing to do right now
Neg,See @Apple that what's happen when you release iPhone 4S with same crappy design as the old phone!
Neg,This. RT @bonkoif Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
Neg,Looks like @Apple did not appropriately project the resources needed for Siri. Not very reliable
Neg,Spoke to an @Apple rep on phone & could hear her tv blaring in the bg.  She said I can't actually help u just direct u back to the web
Neg,What's wrong with Siri today @apple
Neg,@Apple Siri is down!
Neg,I'm suspecting @Apple timed the health-decline of my iPhone 4 perfectly with the iPhone 4s release... My battery is seriously ailing.
Neg,on hold for another half hour. phone is ringing but no one is picking up.@apple you stink.
Neg,Ok this @Apple software update for the #iphone is taking waaaaay too long!#annoyed
Neg,@Apple would do better to inform customers properly about migrating to #iCloud - many complaints lead to #image damage http://t.co/QL7zmPpO
Neg,@apple does iOS 5 rape your battery life? or am I just using my phone a lot since getting it
Neg,@jane73 @Gazmaz hopefully it's a small bug @Apple must be fixing it. RIGHT  APPLE }:0( #itjustworks
Neg,@samsung @apple you do realise you're just really pissing off the customer base AS WELL AS looking petty.
Neg,@Apple - why do I have to have apps I am updating in their original 'folder' location? That was painful.
Neg,@apple domain fail. Open 2 hrs late for walk in ppl. Store was empty and i only need a skin 4 my screen. You represent customer service FAIL
Neg,@BrianMincey @apple the chipsets tear through battery life. Coworker has a htc thunderbolt that he gets about 3 hours of life.
Neg,I wish the Apple updater would stop trying to ram iTunes down my throat. I don't own a pissing iPhone @apple
Neg,Is it me or does my #iPhone run slower since the #iOS 5 update? @apple @Verizon
Neg,Just searching with my voice on my 2 year old nexus one @apple.
Neg,@apple your update server has been timing out for a week. i had to force a restore w/the new #iOS5 software. lost all my stuff. thanks!
Neg,#appleupdates2 success stories- iPhone & iPad 2.Now been on phone to Apple 45 mins. iPad 1 WILL not. Wasting my time @apple#Replaceit!
Neg,Thanks to a 90 minute wait on hold half an hour actually talking to someone the @Apple tech decides to send me an email to fix my phone
Neg,I am very upset about and inconvenienced by this iphone update failed backup. @iphone @apple
Neg,but seriously @apple finance me a damn phone you greedy bastards! OR Santa...get your jolly ass in gear and get us a 4S - white plz
Neg,My schedule is 2 busy 2 spend UNquality time with @ATT @Apple 2 recover Iphone again-The mo' mobile I get the mo' immobile I is. Sync Not!
Neg,Pondering the iOS update... From the sounds of @MikeFerri's difficulties I may just hold off :/ @Apple FIX IT!
Neg,@twalve @apple you know the issues they have with DST and alarms :p
Neg,Why book @Apple Genius Bar if after 2.5 hours you still can't be served. Disappointing Apple Store Sydney. #thanksfornothing
Neg,Apparently @Apple genius training doesn't extend to clocks & service. They're half an hour late for my appointment and couldn't let me know?
Neg,screw you @apple iOS 5. I can't download this crap and I'm tired of trying. Get this problem figured out about my connection timing out
Neg,Wow. iCloud's mail is down. 1st the iOS 5 upgrade issues and now this. I really hope this isn't @apple without Steve Jobs.
Neg,@apple  why don't you guys test your upgrades before you put them out. 15 1/2 hrs u guys wasted of my time yesterday. Thanks.
Neg,what is going on with all my @Apple products?! First my #iPad freezes (still is frozen) and then my #iPhone won't turn on!!! #techieTroubles
Neg,#iPad in perpetual restore loop after trying to upgrade to #iOS5 :(@apple sux without steve
Neg,2nd @apple genius apptment running late 2nd day in row for 2nd dodgy iPod . You make mega $$$ hire some staff.
Neg,It took @apple about 7 years just to figure out how to properly syncronize an iPhone.  WOW!  #ios5
Neg,@apple So I went to the 5th Ave store and was told I could wait about 4 hours to get a 4S. Needless to say I'm back at the hotel relaxing.
Neg,Overall I am a fan of the iPhone 4S; however my Siri has issues connecting to the network @Apple
Neg,Terrible customer service at Los Gatos @Apple! Why do I have to pay $199 for a bad home button on my iPhone?!?
Neg,@Apple thank you for sucking so much. I cannot believe you would sell something online that isn't made
Neg,Having major battery drain issue since updating iPhone 4 to iOS 5.  Anyone else? @AppStore @iPhone @apple
Neg,Dear @apple please send me my Mac Book back surely the repair is done by now... Thanks!
Neg,@apple thanks for ios5 - loving having my music breaking up like I'm talking on a mobile (cell) phone. Bring back functional 4 #iosdonwgrade
Neg,@Apple #iOS5 on iPhone2 causes Camera apperature dilation problems & freeze.
Neg,@Apple #iOS5 #geolocation Suburbs with 2 words drops Map Pins in other States! Please fix.
Neg,Sorry @apple but #iMessage will never be what #BBM is. Disappointed.
Neg,Iphone 4s siri doesn't work for shit @apple
Neg,Clarence Thomas must have designed the new OSX lion tossing decades of workflow standards @apple bring back save as! #autoSaveSucks
Neg,i officially HATE @apple... fix your damn itunes.
Neg,Dear @apple your staff at the Little Rock store answered my first 3 questions with I don't know. they weren't hard questions.
Neg,@semilshah yeah except that when you ask for a receipt it takes them 30 minutes to figure out where it printed out. Fix that @Apple!
Neg,RT @JDougyJ: hey @apple do you wanna fix my fucking playlist order you piece of shit
Neg,Bummer!  My @Yahoo! iPad fantasy football app keeps crashing; not sure if it's the app or the new @apple iOS 5. Only two apps running.
Neg,@Apple can suck my dick gotta restore my ipad #annoyed
Neg,The line at the @apple is just STUPID
Neg,@nansen Man that sux! @apple io5 upgrade a total #fail for you!
Neg,Dear @Apple Contacts you are terrible. I just cleaned duplicates for 3 hours and they magically reappeared. Fix it.
Neg,Is it too much to ask which app is incompatible @apple? http://t.co/yKqip7nk
Neg,Pissed with whoever designs keyboards with @apple for not having a home and end key.  working on the CLI i use those keys often
Neg,@NoVaTyler @apple Most of mine are gone too! Not recovered after I saved them b4 I upgraded my iPhone! Soooo pissed!
Neg,hey @apple do you wanna fix my fucking playlist order you piece of shit
Neg,Siri is having a hard time remembering who my sister is. contact card needs space for family info. #iPhone4S @apple
Neg,#ios5 getting sloppy @apple. U need to check your QA team. Too many issues with apps data and syncing
Neg,RT @nansen: so this SMS full message is known @apple issue with new iOS5 update. trying restore. When all else #fail - restore.
Neg,So glad that I paid $69 for this @apple care protection plan.  Been on hold for over 20 minutes now.  Great customer service. #NOT
Neg,not happy with @apple right now. the upgrade to my itouch4 took out my itouch and laptop. #help
Neg,All I can say about @Apple right now is #GoodRiddance  See? Cancer isn't ALL BAD!
Neg,@twitter can you look at problem on iPad where it won't open @ messages. It just crashes the app. You too @apple maybe your fault.
Neg,@apple What's the point of iCloud wireless updates when ios5 now forces me to use the computer to charge my ipod touch now? #worstupdateever
Neg,@robert_terpstra no worries bud ps: they're saying that the 4s is having a lot of network issues right now. (I'm @apple for mac problems)
Neg,I hate you @apple for not sending Toledooh @bestbuy any @iPhone for @verizon even after I pre ordered!!!
Neg,@pmphillips @apple If my non-Apple equipment broke this often I guess I'd need an Asus genius bar. But it doesn't so I don't :-)
Neg,Why is the new @apple iPhone OS duplicating all my iCal events? There's 2 of everything. How do I fix it? (tried turning iCloud off)
Neg,Dear @Apple how convenient/handy/thoughtful/smart that after iPhone #ios5 update you're apps won't work anymore! (none!!!) :( #gr%\mbl^.%)
Neg,Hey @Apple...I know Steve Jobs died & all but my Twitter for iPad app keeps crashing...Fix it...NOW..please..lol -F.Light
Neg,@apple not happy with Apple today. I did the suggested software update and now nothing works!!!
Neg,Smashed yet another #iPhone screen. When are @apple gonna make the phone more durable!!! Tired of fixing it myself!!!
Neg,IOS5 has one problem when i save someone in my contacts they don't show his nam becuz of the region/ +965 @apple #apple
Neg,I sure as hell better be able to restore my calendar events. Terrible bug apple! @apple #icloud #anothericloudfail
Neg,I really hate that @apple won't let you hide the Newsstand app or move it into a folder. It serves no purpose for me.
Neg,Life was much easier when @apple and @BlackBerry were just fruits!
Neg,@apple No location reminders on ipad2! That was the point of updating to iOS 5
Neg,Comparing @Office #live with @google #apps and @apple #iCloud  I do not see #iCloud leading the crowd. Do you agree ?
Neg,RT @MikeFerri: If @apple doesn't fix iOS5 this week I'm buying a droid #emptythreats
Neg,Turns out my computer isn't as fixed as it is meant to be. Fuck you @Apple I'm going back to your Genius Bar to complain. #annoyed
Neg,If @apple doesn't fix iOS5 this week I'm buying a droid #emptythreats
Neg,@apple pls launch #Siri on iphone4 .. Disappointed after spending hours for upgrading to iOS5..
Neg,@apple you can suck it you and your fucking iPhones better be glad it's all I like cause the service Is fucking terrible
Neg,This is the first time I've been unhappy with any @apple product... Disappointed and the Internet seems as confused as I am right now.
Neg,After a week or so with @Apple's #iOS5 I'm considering going back to #jailbroken 4.2 - same features as 5 plus more. Not as stable though.
Neg,Had issues with #Siri reaching network today. Too many uses or my signal? @apple
Neg,The new iOS5 completely failed at upgrading the phone. Now I'm stuck in this restore loop. Thanks @apple for wasting my day. Can i undo?
Neg,Is it me or does #iPhone4s run a little warm sometimes? @apple
Neg,@apple WTF why can we not add the newsstand to a folder?! We are already in your walled garden so please don't remind us of it.
Neg,@apple just now seeing none of my Microsoft Office programs work anymore after Lion upgrade. Why??
Neg,Dear @Apple I don't want the newsstand icon on my screen. #notcool
Neg,@Blackberry does take better quality photos than @Apple iPhone though. I give them that! #photograhersEye
Neg,Ok @iTunesMusic idk wth is up but after syncing my phone my album art is out of order! WTF @Apple!
Neg,I wish Siri could tweet for me . @apple fix that .
Neg,@apple I'm still waiting for you to deliver my phone to @sprint
Neg,I will never purchase another @Apple product for the rest of my life. I am glad Steve Jobs is fucking dead. MAY YOU FUCKING ROT IN HELL!!!!!
Neg,Thanks to @Apple my new iMac is a brick. I cannot re-install Lion and I cannot purchase it because it was installed by the former owner.
Neg,Asked #Siri Where's Baby Lisa? and was told sorry I'm having trouble connecting to the network right now. @apple server fail. #ios5
Neg,Only thing #iOS.5 has done is deleted my tiger woods game and made impossible to retrieve. Thanks @Apple!
Neg,Damn you @apple for breaking wififofum! It continued to work in ios 4. Was one of my most used apps. Damn Apple's overbearing policies!
Neg,yo @apple this update is a disaster
Neg,Dear @AppleCongratulations I am suing my insurance company and you just managed to make it to the top of my shit list. #Ineedthosepictures
Neg,Dear @Apple: You must let me turn off iCloud to save bandwidth and NOT delete EVERY document on my iPad. That's BULLSHIT!
Neg,RT @JoelBurns: Dear @Apple it's me again. Thank for beautiful new iOS features. But I miss some of the old ones. Lk making calls & texts&gt;(
Neg,By far the worst experience upgrading out of any version of iOS @apple #iOS5
Neg,What happened? RT @xCuntNuggetx: Never purchasing another item from @apple.
Neg,Never purchasing another item from @apple.
Neg,RT @leiboaz: Wow worst @apple customer service experience ever. Arrogant and inept. Bad combo Biltmore Apple store.
Neg,Wow worst @apple customer service experience ever. Arrogant and inept. Bad combo Biltmore Apple store.
Neg,Hey guys at @Apple WTF is happening to #iPhone4 with #iOS5 suddenly fade to black and begin to vibrate continuously I had to reboot it
Neg,@hbogo @apple - why don't you play nice and let me use HDMI from iPad?  Pretty lame.
Neg,Warning: if iphone apps spontaneously loose data it might not be the app's fault - http://t.co/1SEsvWwm #ios5downgrade @apple @marcoarment
Neg,and only the first 23 images in my Photo Roll made it over? Seriously @apple how did you fuck this up so much?
Neg,@apple why does #iPhone4 plus #iOS5 equal half the battery life?
Neg,@apple why isn't my iTunes updating? I just wanna update my iPhone to IOS5!!! Then iTunes says that it needs to update to do it. Then fails!
Neg,Now @apple won't let me use credit on @iTunes unless I have a credit card. Should have told me when I redeemed the cards. Sound fair to you?
Neg,@amandbrar @apple Siri has worked for me less than 10% of the time. If service doesn't improve by Monday I'm returning my iPhone 4S.
Neg,@azrael: RT @DavideGori: And again #MobileMe is down. Issues when syncing accessing mail... is this a good premise for #iCloud? @Apple ...
Neg,need @apple help!! installing new ios on #iphone4 and am stuck on the Find My iPhone screen :( i keep clicking next but it doesn't work
Neg,Bummer that @Apple #iCloud syncs on Windows only w/ Outlook (not Thunderbird) & IE (not Firefox Chrome). #sadmac
Neg,Disappointing visual merchandising @apple. Simple but lacks elegance. And sequence doesn't even tell us about #Siri. http://t.co/XV2q3gfi
Neg,has been on terminal hold with @apple support!  She must not be the only person having trouble with the new iphone and synching!
Neg,@apple thanks apple for ios 5 and losing all my contacts!
Neg,@apple give me my apps back!!!
Neg,@Apple #iOS5 NONSTOP DROPPED CALLS&MUTE BUTTON RANDOMLY ACTIVATING&PERSON CANT HEAR ME PULL PHONE FROM EAR TO BE ON A MOBILE ME SCREEN
Neg,RT @tomcolontonio: Didn't it occur to @apple #apple that ppl share iTunes accounts amongst family's ?????Wtf!!!!
Neg,@tomcolontonio @apple #EPICFAIL
Neg,90 minutes after being at 100% my iPhone 4 (post #ios5 upgrade) has lost 40% of its charge and the @apple store folks are out of ideas.
Neg,So cutting the cord makes podcasts even harder to manage?!? No subscriptions! WTH @Apple? http://t.co/LD2i871x #iOS5 (via @carrypad)
Neg,In less than an hour my post- #iOS5 iPhone has gone from 100% to 73% battery charge and the @apple store folks have no solution for me :(
Neg,Well @apple seems 2b screwing #iphone 4s resellars. They still dont have 4s. Yet were promised. Similar 2 Ma Bell's monopolistic prctices?
Neg,Also @EricGreenspan don't forget @Apple stop closing the app store after each bloody purchase...
Neg,@apple cu
Neg,*sigh* @apple store seems stumped what to do about my catastrophically bad battery life after upgrading to #ios5
Neg,Hmmmm a lot of #Siri features don't work in Canada. Location and directions? Seriously @apple come on!
Neg,@apple #siri can't connect to the network -- it's LESS useful that VoiceControl now... :(
Neg,@apple took my Siri and made it exclusive to iPhone 4S  #SoRude
Neg,total time on the phone with @apple: 1 hour 27 minutes. let's see how this goes.
Neg,Waited in line for nothing fucking genius @Apple called an app for John not jean stop fucking up my name im not a French boy. #PCam ...
Neg,Dear @apple One day you're going to release a version of iTunes that doesn't freeze more often than it works. One day.
Neg,It's been 24hrs since I reported @ups theft of my iPhone and @apple has done nothing. No return call as promised. Nothing.
Neg,This does not bode well. After charging all night my @Apple iPhone 4S has 25% battery after only 3hr off charger with no calls & light use
Neg,Houston we have a problem!! My iPad has been restoring for 12+ hours after installing @apple IOS5. This can't be right....
Neg,#Siri went down for a little while last night. Come on @apple! Get your shit together on this launch!
Neg,@ford should have teamed up with @Apple instead of @microsoft to make this SYNC system in my new focus. Car is sweet SYNC is #EpicFail
Neg,RT @gdcurry: Really @Apple?  What have you done to my iTunes now?  I can't click on Music Movies TV Shows or any playlists. I get a l ...
Neg,DAMN YOU !!! @apple
Neutral,is anyone attending to the google &amp; aclu party @mention sxsw? if so could you plz up some pictures? thanks! #sxsw
Neutral,"March 11. Austin, TX. Will people line up at the #SXSW registration or at the Apple Store? ^_^"
Neutral,Landed in Austin. Spotted the Google Places Ads for #SxSW at the airport: &quot;The Ultimate Austin Pocket Guide&quot;. More like #Yelp than #iTourU
Neutral,���@mention Awesome to meet @mention @mention and @mention standing in the Apple queue at #sxsw yesterday. On to Day 2.�۝&lt;&lt; so cute!
Neutral,".@mention Bahrain govt turned off Google Earth. As a result, more people learned about it and govt had to turn it back on. #sxsw"
Neutral,Racing to ballroom D to see @mention Marissa Mayer. #sxsw #sxswi
Neutral,will this be another google wave? RT @mention We interrupt your regularly scheduled #sxsw geek programming w/big #google news {link}
Neutral,Yeah I'll be there for sure! --&gt;RT @mention @mention @mention check this: {link} #SXSW #google
Neutral,"Texas has been amazing I've met so many influential people that work at twitter, foursquare, Microsoft and even Apple.  #SXSW #Winning"
Neutral,"I woke up before my iPhone finished recharging. That means I got enough sleep last night, right? #sxsw"
Neutral,The quiet before the storm at #SXSW - Looking forward to seeing Google's Marissa Mayer
Neutral,"Companies believing in #NFC Google with the Nexus S, Nokia but also carriers, Verifone, and even Apple it seems #sxsw #sxswnfc"
Neutral,"Cus!
It's between pacman google, singularity or #sxsw noobs meetup"
Neutral,So far my biggest #SXSW mistake is not bringing my iPhone/iPad charger
Neutral,���@mention Black or white iPad?  #sxsw #iPad2�۝ that is the question....
Neutral,"HootSuite blog ��� Social Media Dashboard �� HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android
{link}"
Neutral,"HootSuite blog ��� Social Media Dashboard �� HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}"
Neutral,"Hoot! New Blog post: HootSuite Mobile for #SXSW ~ Updates for iPhone, BlackBerry &amp; Android {link}"
Neutral,Is anyone bringing their iPad vs. their computer to #sxsw?
Neutral,"The South By Southwest Panels, Illustrated [PICS]: Sometimes the best... {link} #News #Ogilvy #sxsw #trending #Cyber #iPhone"
Neutral,My Google calendar's Saturday night is a giant overlap of #sxsw parties.
Neutral,"If anyone can make it cooler, they can. RT @mention @mention to Launch &quot;Groupon/ Living Social-type&quot; Rewards #SXSW {link}"
Neutral,Reminder: Charles Chen will be talking about Android and ChromeOS access today @mention 1PM @mention the Google booth in Exhibit Hall 3. #sxsw
Neutral,"Tomorrow, Charles Chen will be speaking about Android and ChromeOS access @mention the Google booth in Exhibit Hall 3 @mention 1PM #sxsw"
Neutral,"RE: group chat apps for #SXSW, now been told to d/l two more apps (not yet avail on Android). This point, I'll need phone JUST for apps."
Neutral,"Remember, chime in with tweets about your #nasatweetup experience between 2:15pm - 3pm Central time for #sxsw session - {link}"
Neutral,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rollin... {link} #sxsw #music #news"
Neutral,"The Daily Chord - Tuesday, March 8: 
Hackers discover Google's music serviceStory from Rolling Stone.


Mo... {link} #SXSW"
Neutral,Google to Circle Austin? #sxsw {link}
Neutral,No Google Circles at #SxSW {link} (ht @mention ) (maybe they're reconsidering the shape?)
Neutral,Is Google Circles just Buzz with the corners rounded off? Might we find out today? {link} #sxsw #google
Neutral,NO Google Circles! RT @mention We're not launching any products at #SXSW but we're doing plenty else.
Neutral,"10 Austin Classics not to be missed at #SXSW. m4blog.com
Twitter for iPhone �ۢ 3/12/11 12:40 PM"
Neutral,"tools for collaboration across boundaries ~ google, webex, dropbox, whiteboarding, basecamp, join.me, ipad #sxsw #evolvingworkplace"
Neutral,Trying to collaborate on #sxsw events with a few friends. Google Calendar or Plancast?
Neutral,"At #SXSW? come hear me speak in 40 mins. Designing iPad Interfaces - New Navigation Schemas in Ballrm A, 11:00am #UXDes @mention"
Neutral,Among the cool/goofy things I've spied at #SxSW today - iPad case made to look like an EtchnSketch; grown up game of tug o' war.
Neutral,wishes he could be at the @mention / @mention / @mention party at #sxsw instead of doing homework for tomorrow...
Neutral,If only I could find @mention at #SXSW. He's probably fitIng with his iPad.
Neutral,Check out Coyne PR updates from #sxsw {link} via @mention
Neutral,It's just crazy to look around sxsw and realize last year no one had an iPad. #sxsw
Neutral,"Crazy big crowds now. #SXSW @mention Apple Store, SXSW {link}"
Neutral,"If u read d article,google say it's a rumor ���@mention to Launch Major New Social Network Called Circles,{link} #sxsw�۝"
Neutral,At #SXSW? D/L @mention 4 iPhone &amp; come to the UJ* booth in ACC hall 2! Snap pics &amp; send em to us! #FightThePaddle! {link}
Neutral,It's only day 3 and I'm too tired to hold up my iPad. This week will be the death of me. But it will be a happy death. #sxsw
Neutral,"Beautiful day in #austin! Come by and grab a slice or two. If you check in on #google, you can get a deal. #sxswi #SXSW"
Neutral,Google to debut new selective social network today at #sxsw ? @mention {link}  #google #circles
Neutral,"Trying to decide what session to attend at #sxsw, but Marissa Meyer @mention later today is a given."
Neutral,excellent deck there too RT @mention Nth time lucky: Google's new social network about to launch. Maybe. {link} #sxsw
Neutral,&quot;the default state of users is more leisurely and contemplative&quot; @mention #ipad #sxsw
Neutral,Mobile is definitely the hot topic this year. Every session is standing room only. Next  - lessons learnt building Netflix iPhone app #sxsw
Neutral,Did Apple deliberately chose March 11 for the iPad 2 availability knowing that a large chunk of their customer base will be at #SXSW?
Neutral,"Attending Designing iPad Interfaces - New Navigation Schemas. With AKQA's Lynn Teo. Ballroom A. And yes, we are hiring. #sxsw"
Neutral,"Check out Designing for Android at SXSW.
{link} #SXSW #UXAmandroid"
Neutral,Check out Designing iPad Interfaces - New Navigation Schemas #SXSW #UXDes
Neutral,"Check out Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes"
Neutral,"Headed to Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes"
Neutral,"Taking in Designing iPad Interfaces - New Navigation Schemas at SXSW.
{link} #SXSW #UXDes"
Neutral,Adobe has developed an engine to essentially convert SWF files to jQuery/HTML5.  So existing flash files can be portable on your ipad. #sxsw
Neutral,"I'm not a developer, but awesome name for the event! RT @mention Join the League of Extraordinary #H4ckers at #SXSW! {link}"
Neutral,Behaviour diff. Lots of phone calls while using ipad/laptop. Notsomuch with the mobiles internets. #sxsw
Neutral,Q2 - What do u think of Google's check in offers? Testing at #sxsw {link} #smccolumbus
Neutral,What time does the #apple store at #sxsw open? Pulling the #ipad2 trigger.
Neutral,At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ... {link}
Neutral,At #SXSW? Don't forget to come to the #privacybootcamp for startups with @mention @mention @mention and @mention in ACC 9ABC at 3:30 CST!
Neutral,"Too bad I don't have a ��_ button!
RT @mention I know its #SXSW time when I have an abnormal amount of app updates on my iPhone."
Neutral,Web Devs: Don't wait in line for iPad 2 at #sxsw signup for New Relic using promo SXSW2011 and be eligible to win one {link}
Neutral,���@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on @mention store today!  {link}
Neutral,���@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link}
Neutral,���@mention Download 20+ FREE tracks from the #SXSW Music Sampler available on the @mention store today!  {link} #fb
Neutral,���@mention DownloadFREE tracks from the #SXSW Music Sampler available @mention {link} - where are the green lady killers!
Neutral,"guess who drew a bigger crowd at #sxsw: @mention or a chimp that could work an #iPhone? Sorry, @mention"
Neutral,Is anyone else using #hashable to network at #sxsw this week? Trying out the android version...
Neutral,@mention  Enjoy #Sxsw and ride anywhere in Austin for $10 . download the #GroundLink app {link} booth 437
Neutral,@mention  Enjoy #Sxsw and ride anywhere in Austin for $10 . dwnld the #GroundLink app{link} booth 437
Neutral,"Before It Even Begins, #Apple #Winning #SXSW {link} via @mention @mention"
Neutral,"Before It Even Begins, #Apple Wins #SXSW: Over the past week, there�۪s been a major dilemma in��_ {link}"
Neutral,"Thanks to everyone for making it a great day in the shop today. if you're in Austin, come by and see us tomorrow {link} #sxsw"
Neutral,Thanks to everyone who came by today. Good luck on winning the iPad. Stop by tomorrow for more chances to win. #sxsw
Neutral,"Watch out FB 4 big brother RT@mention Google to Launch Major New Social Network Called Circles, Possibly Today {link} #sxsw"
Neutral,"At a DSLR film discussion moderated by Guy Kawasaki, of Apple fame. Packed house! #SXSW"
Neutral,"Get #SXSW film red carpet coverage from @mention CW Austin Star Mandy Dugan on Grouped{in}, get the app {link}"
Neutral,���@mention Find out if you are stupid with our Stupid Game for you #iPad currently on special #sxsw sale! {link}
Neutral,Trying to find the apple pop up store #sxsw #widfy
Neutral,Is he the first person in the queue at the new apple store in Austin? May we be #sxsw  {link}
Neutral,il CEO di flipboard annuncia la versione iPhone ���@mention @mention next platform for Flipboard is the iPhone Team started working on it #SXSW
Neutral,Hey #SXSW folks: free lunch from La Condesa at the Pepsi Max Lot! Map: {link}
Neutral,"Please RT Follow the next big #college social network @mention chance to win an #iPad at 7,000 followers #socialmedia #SXSW"
Neutral,"Gear list for #SXSW music: iPhone (VZW), Blackberry (Sprint), iPad, Jambox, HP elitebook. Lacking good, portable headphones. Suggestions?"
Neutral,"Preparing for #sxsw talk about #google doodles with @mention It will be fun! Friday, 5pm: {link}"
Neutral,"Saving up for iPad2 photo at Apple Store, #SXSW {link}  by @mention @mention @mention @mention @jerranalley @tbalinas"
Neutral,Designing for the iPad? Catch @mention Matt Carlson &amp; @mention Matthew Davis at #SXSW (Mon. 9:30) at the Hilton. {link}
Neutral,Searching for the temporary Apple Store at #sxsw.
Neutral,Thank you for these! RT @mention Public notes for &quot;5 steps to bulletproof UX strategy&quot;: {link} #sxsw #rhjr_ux5. Via @mention
Neutral,A queue's forming at the Austin #SXSW pop-up Apple store {link} The guy at the front's been there since 5am apparently!
Neutral,"we're all frankenstein! the amalgamation of our fragmented digital identities, becoming anti-schizophrenic, google as AI. SM is sci-fi #sxsw"
Neutral,Who wants free #music? Free #SXSW sampler album on #iTunes. Download it now. (Link opens iTunes) {link}
Neutral,There's a free 22-song sampler available for download on iTunes of artists playing at #SXSW - check it out here {link} #music
Neutral,&quot;Win free iPad 2 from webdoc.com #SXSW RT&quot;
Neutral,Grab some free music: SXSW 2011 Showcasing Artists MP3 Torrents are in the wild. {link} #sxsw
Neutral,Hey #SXSW friends -- anyone have an iPhone charger that @mention can borrow TONIGHT? LMK.
Neutral,"Tessie S, frontwoman for Intimate Stranger, has ink in the most painful places to get ink on. Respect.  Location: {link}  #sxsw"
Neutral,&quot;the future of local is contextual discovery.&quot; Google's Marissa Mayer argues 'where' is exceptionally valuable for any type of search. #SXSW
Neutral,&quot;the future of touch user interface design&quot; wondering if the presentation (by microsoft employees) will mention the ipad. #sxsw
Neutral,SXSW Geek Games: Compete To Gain VIP Status &amp; Win Big Prizes: We all know... {link} #mashable #geek_games #sxsw #Cyber #iPhone
Neutral,"���@mention Gearing up to make a splash, @mention to Launch &quot;Groupon or Living Social-type&quot; Rewards at #SXSW {link} - Boom!"
Neutral,Zazzle is gearing up to hit #SXSW! Look out for our tweets on where you can come by to create your own iPhone case! #zazzlesxsw
Neutral,���@mention Get a look at #SXSW's rumored #Apple &quot;pop-up&quot; store in Austin: {link}
Neutral,Trying to get into the #Google 80's Retro Party at Maggie Mae's. Line is huge. Hope it is worth the wait #sxsw #sxsw2011
Neutral,At #SXSW? Get the SoundCloud iPhone app {link} and start recording. Use 4sq geotagging to be on the map: {link}
Neutral,Google to give social networking another try with &quot;Circles&quot;: via @mention @mention  {link} #sxsw
Neutral,"#at&amp;t giving away amazing prizes..iPhone, Android, kindle, tablets...amazing. happening now at the Sheraton.#SXSW."
